,CustomerAge,PurchaseAmount,EmailOpens,Clicks,WebsiteVisits,Target,CustomerId
1692,73,776.5086249656332,11,13,14,0.0,1692
1693,41,497.1536610108763,21,7,26,1.0,1693
1694,76,483.20244525881935,10,6,45,1.0,1694
1695,94,579.7263776714542,10,11,36,1.0,1695
1696,54,347.0658935221013,7,13,11,0.0,1696
1697,58,536.7870220274158,4,14,13,0.0,1697
1698,80,644.7355569213788,9,5,39,1.0,1698
1699,76,537.1040741344189,11,5,35,0.0,1699
1700,78,631.4169352382394,8,5,38,1.0,1700
1701,59,492.02083450540476,16,7,26,1.0,1701
1702,71,738.6921640466506,8,16,11,0.0,1702
1703,76,656.1995198285636,4,13,12,0.0,1703
1704,69,682.6459821644476,4,12,13,1.0,1704
1705,62,566.3572248213553,9,15,11,0.0,1705
1706,71,762.8764733989251,9,15,15,0.0,1706
1707,93,564.2690662054472,10,4,40,1.0,1707
1708,63,723.5036331761598,6,12,10,1.0,1708
1709,65,489.7744594718956,8,6,38,1.0,1709
1710,76,459.244174072752,7,14,12,0.0,1710
1711,73,177.45859974116826,7,7,38,1.0,1711
1712,41,568.4710134106768,15,7,26,1.0,1712
1713,83,447.19897091469346,11,6,42,0.0,1713
1714,49,256.0900558625887,17,7,29,1.0,1714
1715,64,383.07620284529355,8,15,16,1.0,1715
1716,78,566.4663510953698,9,7,33,0.0,1716
1717,66,719.8948952793137,5,12,16,1.0,1717
1718,82,559.1089043839604,9,6,36,1.0,1718
1719,50,426.09051906372525,14,9,29,0.0,1719
1720,70,489.3475399200192,14,12,14,0.0,1720
1721,72,308.99443954232595,11,8,33,0.0,1721
1722,72,314.1918373579034,6,13,9,0.0,1722
1723,81,568.4677037572378,9,5,40,1.0,1723
1724,65,202.84202177188482,18,8,40,1.0,1724
1725,85,469.0699490399761,11,4,34,1.0,1725
1726,69,406.9967239516433,9,8,40,1.0,1726
1727,83,418.0777858739121,10,8,39,1.0,1727
1728,78,614.0892942008089,8,6,40,0.0,1728
1729,73,125.49135552290863,14,8,24,0.0,1729
1730,72,538.9621900680984,11,4,42,1.0,1730
1731,71,185.5056751999805,10,3,35,0.0,1731
1732,54,128.69526690833482,16,10,28,0.0,1732
1733,51,320.61067208927716,15,7,24,0.0,1733
1734,62,140.90683542805368,17,8,25,0.0,1734
1735,61,546.6805361335269,10,5,35,1.0,1735
1736,64,419.4859158876852,12,7,36,0.0,1736
1737,44,124.22900350328948,15,5,26,0.0,1737
1738,64,129.84533637614055,14,7,25,1.0,1738
1739,82,610.2075795723449,9,12,7,0.0,1739
1740,53,504.9947906526184,14,11,31,1.0,1740
1741,63,524.5217703246391,6,15,8,1.0,1741
1742,65,581.744529052456,7,13,13,1.0,1742
1743,76,701.9164324844518,3,10,12,1.0,1743
1744,45,409.14802528049137,17,7,32,1.0,1744
1745,67,420.13251645282156,3,10,10,1.0,1745
1746,64,410.3954926760445,15,6,27,0.0,1746
1747,80,467.85693494195465,10,6,41,1.0,1747
1748,56,469.7124206317521,14,11,29,1.0,1748
1749,85,464.2283519028326,9,8,39,0.0,1749
1750,41,584.9286439244386,15,6,30,0.0,1750
1751,81,256.67127127136354,12,5,33,0.0,1751
1752,68,626.0344329878674,6,3,37,0.0,1752
1753,61,423.78635027150796,13,5,37,1.0,1753
1754,80,489.2585088425069,8,6,41,1.0,1754
1755,88,208.73618275157304,9,5,38,0.0,1755
1756,53,296.48221127527245,14,10,26,1.0,1756
1757,74,686.9957817669546,8,12,16,0.0,1757
1758,71,456.38639739850527,16,8,27,1.0,1758
1759,88,179.66830020105098,8,5,38,1.0,1759
1760,81,577.8311891136498,5,13,17,1.0,1760
1761,82,203.25631455452063,7,8,34,0.0,1761
1762,75,647.9696502972995,8,8,35,0.0,1762
1763,61,599.6753283813143,10,8,33,0.0,1763
1764,72,170.3295236099831,11,4,37,1.0,1764
1765,46,530.7382936622892,16,9,25,1.0,1765
1766,76,560.5205042736197,16,9,28,1.0,1766
1767,73,333.23862905609303,10,4,39,1.0,1767
1768,76,512.5558109734053,10,4,36,0.0,1768
1769,70,526.6308356418117,8,13,12,1.0,1769
1770,75,481.0639174424086,11,5,33,0.0,1770
1771,81,476.75552810611384,7,14,10,1.0,1771
1772,58,468.0540259503015,8,12,15,1.0,1772
1773,66,517.9726055402137,8,12,13,1.0,1773
1774,47,181.32820173972556,16,7,27,1.0,1774
1775,41,517.2580925733375,14,11,26,0.0,1775
1776,48,280.861968727202,17,7,33,1.0,1776
1777,74,356.07328141386415,11,6,34,0.0,1777
1778,70,598.0867602240509,8,4,37,1.0,1778
1779,68,403.34566889095396,12,6,37,0.0,1779
1780,61,426.68441558192285,9,6,39,1.0,1780
1781,64,778.6840811407783,11,14,9,1.0,1781
1782,61,594.4959277410446,10,5,33,0.0,1782
1783,82,243.03868735533536,10,5,37,0.0,1783
1784,75,391.8753646598715,14,10,35,0.0,1784
1785,41,585.9351514399873,15,7,28,0.0,1785
1786,61,492.4594861320153,5,12,12,0.0,1786
1787,57,492.07082317293805,7,12,12,1.0,1787
1788,58,205.56481357668565,13,7,31,1.0,1788
1789,68,166.01832591837135,15,10,27,0.0,1789
1790,61,522.7493474704311,10,7,39,1.0,1790
1791,56,487.3149296637431,13,5,31,1.0,1791
1792,63,784.81635211647,9,14,10,1.0,1792
1793,61,488.9749233436279,13,6,26,1.0,1793
1794,57,229.24272207646337,16,8,30,0.0,1794
1795,57,329.65712336137256,10,17,15,1.0,1795
1796,51,592.8643183411335,13,7,31,1.0,1796
1797,67,326.82084081636685,9,6,35,1.0,1797
1798,85,312.8660557918862,11,5,39,0.0,1798
1799,75,603.9180527771974,10,3,36,1.0,1799
1800,84,596.6989502870432,9,14,10,0.0,1800
1801,74,265.2868751860759,15,7,37,1.0,1801
1802,57,745.6571589309574,8,12,12,0.0,1802
1803,61,646.7468189768242,13,3,35,1.0,1803
1804,51,352.472494963907,5,13,10,1.0,1804
1805,51,732.5032978682187,7,14,10,1.0,1805
1806,67,501.35269186535305,4,11,16,0.0,1806
1807,60,366.79549878828516,16,10,28,0.0,1807
1808,61,608.2598281248406,11,6,36,1.0,1808
1809,73,786.9558059298074,3,12,19,0.0,1809
1810,50,238.4603161003117,15,5,25,0.0,1810
1811,66,414.29687777035775,4,13,8,0.0,1811
1812,71,149.4531137098408,14,8,24,1.0,1812
1813,63,385.28094780444764,13,8,25,1.0,1813
1814,72,166.66615377082746,12,7,35,1.0,1814
1815,56,511.8301658288689,6,13,15,1.0,1815
1816,61,195.9581681594842,11,8,37,0.0,1816
1817,57,508.5606336353736,11,12,9,1.0,1817
1818,52,129.56677274014854,14,8,26,1.0,1818
1819,55,719.2564576982968,6,12,11,0.0,1819
1820,63,412.77210702989726,6,12,14,0.0,1820
1821,75,320.87126807537686,9,3,36,0.0,1821
1822,62,736.3235183371321,7,14,12,1.0,1822
1823,58,675.6703700527805,11,13,13,1.0,1823
1824,56,217.32879720460863,13,6,24,1.0,1824
1825,59,145.23071514217307,16,6,24,1.0,1825
1826,44,460.68015065911635,14,10,31,0.0,1826
1827,89,351.4442498371736,11,6,34,1.0,1827
1828,64,685.3791995679285,5,13,10,1.0,1828
1829,55,328.1944384638531,18,8,30,1.0,1829
1830,82,329.54118235641545,10,4,36,0.0,1830
1831,57,331.0906500240743,17,7,21,1.0,1831
1832,64,476.7939029786316,14,6,29,1.0,1832
1833,57,552.0879404047832,14,9,25,1.0,1833
1834,68,184.385926328402,7,4,38,1.0,1834
1835,58,366.81465520120804,17,7,28,0.0,1835
1836,53,326.0893602511,7,11,13,0.0,1836
1837,66,539.5206770619358,8,12,16,1.0,1837
1838,54,543.7885862574813,18,7,29,1.0,1838
1839,62,487.1792305459517,9,14,12,0.0,1839
1840,73,616.9007063295152,9,6,39,1.0,1840
1841,51,618.9981511087985,6,14,12,0.0,1841
1842,69,617.7361184585732,8,6,37,1.0,1842
1843,65,681.0116464521346,8,14,17,0.0,1843
1844,56,160.68323165789351,19,9,31,0.0,1844
1845,54,423.26417010571174,6,13,12,0.0,1845
1846,67,303.14352274591806,18,8,32,0.0,1846
1847,66,243.35237218591726,9,10,38,0.0,1847
1848,64,352.50668634056365,15,9,31,1.0,1848
1849,79,390.9703962937304,6,8,33,1.0,1849
1850,58,778.5670070334168,5,11,12,0.0,1850
1851,82,522.5266626190291,7,13,11,1.0,1851
1852,53,694.957134101119,3,12,10,1.0,1852
1853,64,571.5361669772251,16,8,26,0.0,1853
1854,85,589.7245271772529,10,7,37,0.0,1854
1855,48,212.24713601067998,16,7,26,1.0,1855
1856,68,353.0546481842367,15,7,26,0.0,1856
1857,72,330.3924933250036,9,7,34,0.0,1857
1858,57,305.9307606172356,14,9,22,1.0,1858
1859,67,486.79534486041814,5,12,7,0.0,1859
1860,63,714.9160129857521,7,14,14,0.0,1860
1861,83,381.54813700999927,10,3,32,1.0,1861
1862,72,566.6102227998972,5,13,13,0.0,1862
1863,41,591.3992049530666,15,5,25,1.0,1863
1864,78,339.38984337384306,8,11,13,1.0,1864
1865,61,399.0992434974669,13,5,40,0.0,1865
1866,85,539.290236403597,12,10,36,0.0,1866
1867,76,384.069359512231,6,13,11,1.0,1867
1868,54,609.6504813612391,6,14,18,0.0,1868
1869,70,277.3377419718887,6,4,37,1.0,1869
1870,43,535.0280154800381,14,8,28,1.0,1870
1871,62,470.27883604603886,6,14,13,0.0,1871
1872,71,321.24078028144567,12,6,36,1.0,1872
1873,82,453.11500047376785,9,4,38,1.0,1873
1874,88,249.94582497875527,11,3,38,1.0,1874
1875,68,249.59543306249992,14,9,27,1.0,1875
1876,69,364.14960655851166,10,5,36,0.0,1876
1877,62,483.2825529386541,5,15,14,1.0,1877
1878,51,567.1898368227354,5,17,9,1.0,1878
1879,66,453.82367059379345,9,5,41,0.0,1879
1880,84,437.6670523375806,13,8,35,1.0,1880
1881,91,480.5424728760468,11,5,36,1.0,1881
1882,62,310.7972631378319,10,6,41,1.0,1882
1883,59,371.94885130596373,9,11,11,0.0,1883
1884,64,682.7956953012279,10,14,12,0.0,1884
1885,77,576.8823874890342,9,7,37,1.0,1885
1886,56,435.9330537889918,9,12,11,1.0,1886
1887,69,509.47505851742966,6,12,15,0.0,1887
1888,50,354.29891631214207,16,6,25,1.0,1888
1889,54,371.33015294893886,14,8,28,0.0,1889
1890,60,433.1501838329494,16,8,28,1.0,1890
1891,75,180.38558434410746,8,3,37,0.0,1891
1892,50,463.5237705396683,12,6,29,0.0,1892
1893,63,340.36579341991103,6,15,11,0.0,1893
1894,74,389.46139815970525,12,5,39,1.0,1894
1895,71,565.5588564289051,11,5,37,1.0,1895
1896,52,331.09550350641416,20,5,27,1.0,1896
1897,80,383.0539768964414,7,11,13,0.0,1897
1898,70,792.6665840529203,7,12,19,0.0,1898
1899,72,595.749876416389,11,4,34,1.0,1899
1900,61,487.94368028025684,16,9,27,0.0,1900
1901,71,361.64068542061307,7,3,34,1.0,1901
1902,86,250.08440617575593,8,4,34,0.0,1902
1903,68,771.2914788950657,7,12,19,0.0,1903
1904,73,420.8520519933981,9,4,39,1.0,1904
1905,79,577.6541755898677,15,4,40,1.0,1905
1906,41,277.6265528221186,14,9,28,0.0,1906
1907,63,324.2912753689406,11,7,37,1.0,1907
1908,43,592.9148355302791,15,8,26,1.0,1908
1909,56,365.6981937624764,19,9,24,0.0,1909
1910,82,378.94075769176567,7,16,15,0.0,1910
1911,97,267.6405922174066,15,9,37,1.0,1911
1912,81,396.15269690243315,13,8,37,1.0,1912
1913,60,130.81074613932157,16,7,28,1.0,1913
1914,41,336.64165283536727,16,8,23,1.0,1914
1915,59,515.2810126192626,6,11,11,0.0,1915
1916,57,691.8747700065486,7,18,10,1.0,1916
1917,48,283.9215625997285,12,8,29,1.0,1917
1918,73,641.4488931544037,8,9,34,1.0,1918
1919,60,398.57726045744255,9,12,10,0.0,1919
1920,61,449.5834756343861,9,4,38,1.0,1920
1921,82,203.95265553404477,11,6,37,0.0,1921
1922,44,469.5933521570512,14,9,24,1.0,1922
1923,57,597.429307150366,14,6,26,0.0,1923
1924,75,511.3779324982998,14,8,27,0.0,1924
1925,65,432.29473495294764,12,6,44,0.0,1925
1926,51,547.5232651258491,7,16,13,0.0,1926
1927,52,519.164681020755,15,6,23,1.0,1927
1928,76,768.627301508255,9,11,11,0.0,1928
1929,94,644.7111976410656,7,5,39,0.0,1929
1930,62,354.30422150659723,11,4,36,0.0,1930
1931,79,645.549562649311,11,4,35,0.0,1931
1932,60,386.4038635651774,7,15,18,1.0,1932
1933,73,284.2393902066355,10,8,36,0.0,1933
1934,100,203.61790111960914,9,9,32,0.0,1934
1935,51,443.151873077396,6,13,10,1.0,1935
1936,67,686.2894002928255,8,12,8,0.0,1936
1937,59,527.9329355074403,15,5,28,0.0,1937
1938,75,691.6573961002601,4,12,11,0.0,1938
1939,65,619.2222313021712,4,13,13,1.0,1939
1940,68,561.8435911360964,5,13,10,0.0,1940
1941,71,507.26510171468675,9,6,37,0.0,1941
1942,77,351.50843914093866,10,5,35,1.0,1942
1943,51,522.2410922348539,16,9,27,1.0,1943
1944,71,641.8231460486248,11,10,12,0.0,1944
1945,51,451.9243022622602,13,6,31,1.0,1945
1946,68,572.6086366332449,7,13,14,0.0,1946
1947,74,593.7622022634746,8,5,36,1.0,1947
1948,76,433.4872195027357,6,14,16,0.0,1948
1949,74,346.76235014691486,8,6,33,0.0,1949
1950,51,691.0448591420677,11,11,14,1.0,1950
1951,87,401.44695910337543,11,10,37,0.0,1951
1952,65,595.7148665778535,6,8,40,0.0,1952
1953,58,479.7356666837976,7,14,14,0.0,1953
1954,49,290.9717827216259,16,6,28,0.0,1954
1955,68,545.4805367994464,16,6,29,1.0,1955
1956,61,387.5414568892001,9,4,37,1.0,1956
1957,100,412.9010462592185,9,5,34,1.0,1957
1958,65,273.0542205144829,13,8,23,1.0,1958
1959,57,245.56827166775014,12,8,30,0.0,1959
1960,74,481.4148683108121,8,4,38,1.0,1960
1961,67,368.72192415518987,6,18,14,1.0,1961
1962,70,740.8435941796256,7,11,15,0.0,1962
1963,81,541.8095370149028,10,4,39,0.0,1963
1964,60,203.46664921584335,12,9,28,0.0,1964
1965,55,450.06977345403703,12,7,29,1.0,1965
1966,73,455.2901314299611,9,5,38,1.0,1966
1967,63,400.42217486095564,7,13,14,0.0,1967
1968,63,443.86971796461387,8,13,15,1.0,1968
1969,86,360.40338682957884,11,5,35,0.0,1969
1970,80,502.6289402702822,11,7,41,1.0,1970
1971,51,622.9744703203329,6,14,11,1.0,1971
1972,71,570.795075361582,11,15,15,1.0,1972
1973,56,486.5211661258768,12,12,27,0.0,1973
1974,54,481.3894924070213,15,10,27,1.0,1974
1975,51,412.7509854905054,18,7,25,0.0,1975
1976,86,545.6251408585644,11,8,36,0.0,1976
1977,74,473.78905364181253,5,16,12,1.0,1977
1978,57,741.8122688780768,7,14,12,1.0,1978
1979,59,411.30594204295096,15,8,29,1.0,1979
1980,45,512.9581217680909,16,11,25,0.0,1980
1981,51,577.6767613472391,11,11,9,0.0,1981
1982,58,417.0347400444534,10,15,13,1.0,1982
1983,73,575.7809630523712,3,14,14,0.0,1983
1984,84,341.84471525052817,12,6,35,1.0,1984
1985,60,451.7745276581763,14,10,26,0.0,1985
1986,62,343.13895795002054,13,8,34,1.0,1986
1987,60,519.6952744145669,15,8,25,0.0,1987
1988,68,492.25553103773916,10,6,36,0.0,1988
1989,69,645.4267721853487,6,11,14,0.0,1989
1990,73,416.40611341062186,8,15,19,1.0,1990
1991,82,642.2823855807324,14,6,35,1.0,1991
1992,86,572.4208525430295,13,8,37,0.0,1992
1993,62,496.61239343474034,13,7,28,1.0,1993
1994,58,271.80546032841346,13,7,28,0.0,1994
1995,65,372.45950989514364,15,8,26,0.0,1995
1996,54,177.18056215642105,18,10,30,0.0,1996
1997,46,373.85322856472595,16,7,25,1.0,1997
1998,63,381.4857307768108,8,12,16,1.0,1998
1999,47,380.9885435549046,17,10,28,0.0,1999
2000,58,627.8737212759038,6,11,11,0.0,2000
2001,73,351.19602395245215,12,8,35,1.0,2001
2002,57,554.2869903823337,12,14,6,0.0,2002
2003,51,539.070159960547,13,9,27,0.0,2003
2004,41,163.19594090437658,17,7,27,1.0,2004
2005,57,497.9491175698299,13,7,30,0.0,2005
2006,75,243.66972998813623,10,10,37,1.0,2006
2007,46,127.9869115742679,11,7,29,1.0,2007
2008,71,400.93155534507343,8,12,13,0.0,2008
2009,64,484.87116308553993,12,6,28,0.0,2009
2010,41,308.5117759350614,13,8,28,1.0,2010
2011,57,737.5350532546291,4,11,7,1.0,2011
2012,47,367.10669517931024,15,6,24,0.0,2012
2013,45,120.90267244390216,13,8,30,1.0,2013
2014,83,511.1896687049441,10,7,39,0.0,2014
2015,63,364.01412527340403,4,15,9,1.0,2015
2016,52,496.79602039634295,14,8,26,1.0,2016
2017,61,242.3702494045382,11,4,40,1.0,2017
2018,71,479.26872904470156,8,15,12,0.0,2018
2019,42,483.0230005164266,15,7,26,1.0,2019
2020,55,577.5733651634466,11,7,30,0.0,2020
2021,77,342.0026358168989,10,6,36,1.0,2021
2022,88,566.4061078974785,12,7,37,1.0,2022
2023,61,253.48821008316096,12,5,39,0.0,2023
2024,41,505.51808739922063,14,6,25,0.0,2024
2025,76,482.17208903556303,7,6,39,0.0,2025
2026,73,204.44431853406053,14,7,27,1.0,2026
2027,77,458.22694057219167,6,14,12,0.0,2027
2028,77,224.56773541254765,11,12,36,0.0,2028
2029,60,497.6538354215135,6,13,15,1.0,2029
2030,63,209.78783415040593,13,7,24,0.0,2030
2031,45,425.558997278932,12,9,23,0.0,2031
2032,79,647.3075010680737,9,7,38,0.0,2032
2033,60,115.88448991128942,18,5,24,1.0,2033
2034,65,375.05070851077636,17,6,28,1.0,2034
2035,80,391.09663279901474,15,6,28,0.0,2035
2036,78,607.9623069435978,15,6,41,1.0,2036
2037,69,407.9426140357994,13,5,37,0.0,2037
2038,64,576.4136956260095,8,11,12,1.0,2038
2039,61,391.1098726509104,9,6,40,1.0,2039
2040,68,291.76310923512585,13,5,43,1.0,2040
2041,70,187.4542752919677,7,12,38,1.0,2041
2042,49,310.2422642828197,16,12,22,0.0,2042
2043,66,335.7698209079325,4,11,14,0.0,2043
2044,66,429.74131003829973,15,7,37,0.0,2044
2045,86,310.57388518872364,11,4,37,0.0,2045
2046,75,421.4651767474596,14,4,40,1.0,2046
2047,64,375.8055125536415,5,12,10,1.0,2047
2048,71,616.9886832122862,13,6,39,1.0,2048
2049,56,548.315409339468,15,7,26,0.0,2049
2050,83,253.0982895091194,14,3,34,0.0,2050
2051,56,478.2876988140648,11,12,15,1.0,2051
2052,58,610.6114582074699,7,11,15,0.0,2052
2053,51,156.88624157989406,15,9,24,0.0,2053
2054,41,283.7382323469139,14,8,27,0.0,2054
2055,56,433.04502054131297,17,12,12,0.0,2055
2056,50,558.6031970711813,15,9,25,0.0,2056
2057,63,527.7302117817105,14,7,27,0.0,2057
2058,57,394.11804322076324,15,9,32,0.0,2058
2059,56,364.96970506707135,16,9,25,1.0,2059
2060,63,566.0556393272445,16,6,31,1.0,2060
2061,53,566.8896136596195,15,10,31,1.0,2061
2062,78,634.9717614223136,10,6,36,0.0,2062
2063,73,221.43565321301196,10,6,41,1.0,2063
2064,57,188.67332727395342,16,7,27,0.0,2064
2065,59,641.6009823531444,5,14,11,1.0,2065
2066,61,425.302893538824,11,7,42,1.0,2066
2067,63,319.0482933976856,5,11,9,0.0,2067
2068,89,190.3677676348645,10,4,36,0.0,2068
2069,64,545.1593873068146,12,9,30,0.0,2069
2070,64,535.7466898142993,16,8,26,1.0,2070
2071,67,285.06275177806214,17,8,34,0.0,2071
2072,75,596.6148022959619,8,6,36,1.0,2072
2073,56,400.90078645497186,14,8,29,0.0,2073
2074,48,504.89376703926195,17,7,26,0.0,2074
2075,71,369.441224868505,10,5,35,1.0,2075
2076,81,215.56518039900527,8,6,41,0.0,2076
2077,87,372.526260696548,10,6,36,0.0,2077
2078,73,384.07690101848,10,6,41,1.0,2078
2079,70,429.96265498189547,9,4,40,0.0,2079
2080,55,161.73552932316971,12,10,23,1.0,2080
2081,71,795.7869128943096,9,10,8,0.0,2081
2082,41,229.6270421953841,16,10,26,0.0,2082
2083,41,207.29067773317553,13,9,26,0.0,2083
2084,49,368.13343023940894,11,7,23,0.0,2084
2085,42,373.2320079034954,14,9,26,0.0,2085
2086,59,525.5121615382897,10,14,15,1.0,2086
2087,63,688.2271516993746,13,12,11,1.0,2087
2088,50,363.16065635701534,13,7,25,0.0,2088
2089,69,408.7507730210422,13,8,28,0.0,2089
2090,78,514.635728849815,12,5,41,0.0,2090
2091,78,172.26229976629463,12,3,37,1.0,2091
2092,71,589.615649447072,5,12,11,0.0,2092
2093,63,593.2552909019009,12,5,36,0.0,2093
2094,75,318.5204840334626,4,13,10,1.0,2094
2095,74,358.53923086247096,11,5,36,1.0,2095
2096,71,763.8514506008567,8,13,12,0.0,2096
2097,44,283.0456571184435,21,9,26,1.0,2097
2098,51,534.777123858118,4,13,15,0.0,2098
2099,73,790.9552825917133,5,13,15,0.0,2099
2100,78,257.6686908857812,11,7,41,1.0,2100
2101,65,191.9750426712529,10,5,35,1.0,2101
2102,56,731.1170695220392,4,13,11,1.0,2102
2103,86,585.5480171940605,9,6,38,0.0,2103
2104,43,341.3181389932065,15,12,29,1.0,2104
2105,71,361.96151549387025,17,5,24,1.0,2105
2106,55,719.5451211127397,3,12,10,1.0,2106
2107,81,521.8941540767396,8,6,33,0.0,2107
2108,71,289.92301108633524,11,8,37,0.0,2108
2109,71,318.277743985044,3,12,13,1.0,2109
2110,49,345.0530796414374,14,9,31,0.0,2110
2111,73,580.8670397868643,11,12,33,1.0,2111
2112,65,748.9589915781794,9,12,17,0.0,2112
2113,54,778.5508365673154,4,13,12,0.0,2113
2114,72,740.9859864302628,7,12,15,0.0,2114
2115,69,444.2213420960682,6,5,38,1.0,2115
2116,62,527.8567436256894,7,13,10,1.0,2116
2117,55,689.6764248017085,7,12,16,0.0,2117
2118,61,522.5126008391422,9,6,38,0.0,2118
2119,53,373.6902807399126,13,7,30,0.0,2119
2120,99,202.79041255364987,7,7,36,0.0,2120
2121,72,763.7798599255902,6,12,11,0.0,2121
2122,64,533.2452433758144,5,12,16,0.0,2122
2123,52,288.0335531389695,16,7,27,1.0,2123
2124,65,618.4880236326981,8,17,13,1.0,2124
2125,60,440.1806009718187,13,8,28,1.0,2125
2126,43,213.2370793448477,18,9,23,0.0,2126
2127,76,720.1000339568785,8,11,12,1.0,2127
2128,62,252.06917589456515,16,7,27,0.0,2128
2129,82,251.47512369801518,11,9,38,1.0,2129
2130,69,509.1359278987037,6,13,15,1.0,2130
2131,55,467.974439639758,15,7,27,0.0,2131
2132,61,583.0745074355036,14,6,26,0.0,2132
2133,60,506.5478195420023,19,10,28,1.0,2133
2134,61,770.770705058394,4,11,10,0.0,2134
2135,49,178.89684399749814,16,5,34,1.0,2135
2136,76,194.87663144320163,15,4,37,0.0,2136
2137,90,433.27533333426885,11,7,39,1.0,2137
2138,42,252.24576669157685,14,9,27,1.0,2138
2139,61,565.7469367549437,12,5,36,1.0,2139
2140,76,489.2740569871398,10,5,36,0.0,2140
2141,75,635.6568003530392,10,6,38,1.0,2141
2142,56,234.84825430833905,14,8,26,1.0,2142
2143,57,348.0342160340639,14,7,24,1.0,2143
2144,52,355.60783393842314,16,8,30,1.0,2144
2145,89,277.1966294801143,9,5,35,0.0,2145
2146,51,599.1457657491238,7,12,11,0.0,2146
2147,46,327.2101331788274,12,11,22,0.0,2147
2148,63,528.8935624350381,12,16,12,0.0,2148
2149,51,487.74095750651696,9,11,10,0.0,2149
2150,63,318.2953826885122,6,12,9,1.0,2150
2151,81,565.8266660882466,5,18,11,0.0,2151
2152,55,274.27143949316223,13,7,31,0.0,2152
2153,77,160.64673580232153,12,5,36,0.0,2153
2154,62,310.8924167543467,11,5,32,0.0,2154
2155,68,296.5278832139809,8,6,38,0.0,2155
2156,51,302.78959507958155,19,6,31,1.0,2156
2157,71,224.6074749252645,7,10,38,1.0,2157
2158,77,558.7650740711914,8,15,9,0.0,2158
2159,70,649.2957727338837,10,13,11,0.0,2159
2160,53,618.7909288367405,6,13,12,1.0,2160
2161,57,503.8399243089034,16,9,27,1.0,2161
2162,79,381.4840611136698,9,7,36,0.0,2162
2163,66,364.35494786646683,14,7,24,0.0,2163
2164,70,507.0969510209018,14,9,24,1.0,2164
2165,44,319.5735737014269,11,7,28,0.0,2165
2166,56,653.7836814508025,5,12,15,1.0,2166
2167,52,522.955160671816,4,14,17,1.0,2167
2168,52,314.6907353106657,16,7,31,1.0,2168
2169,79,532.5007560192885,8,6,36,0.0,2169
2170,64,195.67008857844348,18,8,29,0.0,2170
2171,74,325.9071262513711,8,5,41,1.0,2171
2172,51,219.84441560598185,17,5,25,1.0,2172
2173,66,485.9638720541226,7,14,17,0.0,2173
2174,56,422.8836629593518,9,12,10,1.0,2174
2175,95,443.9087592324608,9,6,35,1.0,2175
2176,41,501.1036932827442,11,6,22,1.0,2176
2177,56,495.44039999677193,17,9,25,1.0,2177
2178,95,338.6054726289083,11,6,39,1.0,2178
2179,55,594.4925988881882,15,9,28,1.0,2179
2180,63,600.9886387058424,5,14,16,1.0,2180
2181,51,305.70614787136446,15,6,31,1.0,2181
2182,73,569.4142468282985,9,5,38,1.0,2182
2183,68,467.638266194894,16,7,29,0.0,2183
2184,51,677.1449150438111,6,12,20,1.0,2184
2185,70,206.10828136959708,13,8,27,0.0,2185
2186,41,339.47891061059204,16,7,27,0.0,2186
2187,62,732.2957841040554,7,15,14,0.0,2187
2188,60,556.9786237380911,7,13,16,1.0,2188
2189,70,644.8918442763147,10,14,9,1.0,2189
2190,61,448.08752918678965,9,6,37,1.0,2190
2191,59,522.7548259820072,15,9,24,1.0,2191
2192,85,449.4348114831853,6,14,18,0.0,2192
2193,61,441.9828861643188,8,5,33,0.0,2193
2194,66,370.38498732480394,6,12,11,0.0,2194
2195,58,648.2032805827392,6,13,13,1.0,2195
2196,69,668.6642407928289,6,13,17,1.0,2196
2197,55,130.9902873826092,17,8,25,1.0,2197
2198,68,491.1375721777127,8,5,34,1.0,2198
2199,69,513.1981755412353,6,11,17,1.0,2199
2200,73,170.80746929374436,19,6,25,0.0,2200
2201,73,365.7546983722491,9,5,37,1.0,2201
2202,82,255.17413555083505,7,5,40,1.0,2202
2203,42,313.62417074042514,15,7,25,1.0,2203
2204,65,348.32612369967853,10,4,38,1.0,2204
2205,79,521.8119020986682,8,8,35,0.0,2205
2206,69,489.3656235015158,21,7,26,0.0,2206
2207,68,607.4440406484279,5,12,13,1.0,2207
2208,71,171.1165526693993,10,8,34,0.0,2208
2209,74,616.200916744787,12,5,39,1.0,2209
2210,62,496.25430724725936,12,7,39,1.0,2210
2211,61,126.75577046138253,15,6,25,1.0,2211
2212,63,511.2281206149177,15,8,27,1.0,2212
2213,70,258.1304158118181,10,7,35,1.0,2213
2214,50,393.8183828898423,11,7,26,1.0,2214
2215,77,388.6508412755917,7,3,33,1.0,2215
2216,60,515.7210033539875,9,18,10,0.0,2216
2217,54,545.9597228609548,13,8,24,0.0,2217
2218,95,374.3070328656812,7,7,38,0.0,2218
2219,72,196.91861761084385,9,4,38,1.0,2219
2220,71,623.8529763353267,9,9,43,0.0,2220
2221,58,761.0622633074174,9,17,12,0.0,2221
2222,72,645.3720178949834,7,14,14,0.0,2222
2223,63,539.2673387846922,5,14,13,1.0,2223
2224,68,205.50114174232542,10,5,39,1.0,2224
2225,88,547.4665781029634,10,9,36,1.0,2225
2226,79,346.98417806777417,5,17,11,0.0,2226
2227,48,143.61448259862138,16,9,23,1.0,2227
2228,61,423.31808279529037,8,7,36,1.0,2228
